Oxide Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Rh,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Rh + O2 = 2/3Rh2O3,0,-42,,,,,,,,,,,,,,,,,,,,,,,,
,,1050,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,S,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,S + O2 = SO2,0,-86,,,,,,,,,,,,,,,,,,,,,,,,
,,3400,-28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,Sb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Sb +O2 = 2/3Sb2O3,0,-111,,,,,,,,,,,,,,,,,,,,,,,,
,m,904,-74,,,,,,,,,,,,,,,,,,,,,,,,
,M,928,-73,,,,,,,,,,,,,,,,,,,,,,,,
,B,1698,-45,,,,,,,,,,,,,,,,,,,,,,,,
,b,1908,-32,,,,,,,,,,,,,,,,,,,,,,,,
,,2380,-0.0001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,Sc,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Sc + O2 = 2/3Sc2O3,72,-299.99,,,,,,,,,,,,,,,,,,,,,,,,
,m,1811,-220,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,Se,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Se + O2 = SeO2,0,-54,,,,,,,,,,,,,,,,,,,,,,,,
,m,491,-33,,,,,,,,,,,,,,,,,,,,,,,,
,M,603,-28,,,,,,,,,,,,,,,,,,,,,,,,
,b,952,-27,,,,,,,,,,,,,,,,,,,,,,,,
,,2250,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,Si,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Si + O2 = SiO2,0,-216.5,,,,,,,,,,,,,,,,,,,,,,,,
,m,1685,-145.8,,,,,,,,,,,,,,,,,,,,,,,,
,M,1696,-145.4,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-107.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,Sm,"T, K","DGo , Kcal/mol",,Sm,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Sm +O2 = 2/3Sm2O3,0,-288.7,,4/3Sm + O2 = 2/3Sm2O3,0,-288.7,,,,,,,,,,,,,,,,,,,,
,m,1345,-227.1,,m,1345,-227.1,,,,,,,,,,,,,,,,,,,,
,b,2076,-193.62074349442378,,,,,,,,,,,,,,,,,,,,,,,,
,M,2608,-169.25553903345724,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,Sn,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Sn + O2 = SnO2,0,-138.8,,,,,,,,,,,,,,,,,,,,,,,,
,m,505,-114,,,,,,,,,,,,,,,,,,,,,,,,
,B,2140,-31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,Sr,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Sr + O2 = 2SrO,0,-281,,,,,,,,,,,,,,,,,,,,,,,,
,m,1043,-233,,,,,,,,,,,,,,,,,,,,,,,,
,b,1640,-205,,,,,,,,,,,,,,,,,,,,,,,,
,M,2690,-116,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,Ta,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/5Ta + O2 = 2/5Ta2O5,0,-196,,,,,,,,,,,,,,,,,,,,,,,,
,M,2150,-106,,,,,,,,,,,,,,,,,,,,,,,,
,m,3270,-67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,Tb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,1.17Tb +O2 = 1.17TbO1.709,0,-265.2,,,,,,,,,,,,,,,,,,,,,,,,
,m,1638,-191.8,,,,,,,,,,,,,,,,,,,,,,,,
,b,3503,-108.22796092796095,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,Tb,"T, K","DGo , Kcal/mol",,Tb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,1.04Tb +O2 =1.04TbO1.917,0,-251.9,,TbO1.817,0,-251.9,,,,,,,,,,,,,,,,,,,,
,m,1638,-178.7,,m,1638,-178.7,,,,,,,,,,,,,,,,,,,,
,b,3503,-95.35567765567762,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,Tb,"T, K","DGo , Kcal/mol",,Tb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Tb +O2 = 2/3Tb2O3,0,-295.6,,4/3Tb + O2 = 2/3Tb2O3,0,-295.6,,,,,,,,,,,,,,,,,,,,
,m,1638,-224.1,,m,1638,-224.1,,,,,,,,,,,,,,,,,,,,
,M,2680,-178.61587301587298,,,,,,,,,,,,,,,,,,,,,,,,
,b,3503,-142.6912698412698,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Te,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Te + O2 = TeO2,0,-77,,,,,,,,,,,,,,,,,,,,,,,,
,m,723,-46,,,,,,,,,,,,,,,,,,,,,,,,
,M,1006,-33,,,,,,,,,,,,,,,,,,,,,,,,
,b,1267,-2,,,,,,,,,,,,,,,,,,,,,,,,
,,1700,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,Th,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Th + O2 = ThO2,0,-293,,,,,,,,,,,,,,,,,,,,,,,,
,m,1968,-204,,,,,,,,,,,,,,,,,,,,,,,,
,M,3493,-136,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,Ti,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Ti + O2 = 2TiO,0,-247.5,,,,,,,,,,,,,,,,,,,,,,,,
,m,1940,-161,,,,,,,,,,,,,,,,,,,,,,,,
,M,2033,-159,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-142.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,Ti,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4TiO + O2 = 2Ti2O3,0,-231,,,,,,,,,,,,,,,,,,,,,,,,
,,1940,-152,,,,,,,,,,,,,,,,,,,,,,,,
,m,2033,-147.3642857142857,,,,,,,,,,,,,,,,,,,,,,,,
,,2128,-145.2559192413583,,,,,,,,,,,,,,,,,,,,,,,,
,M,2150,-144.7676659528908,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,Ti,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,6Ti2O3 + O2 = 4Ti3O5,0,-192,,,,,,,,,,,,,,,,,,,,,,,,
,,1940,-108,,,,,,,,,,,,,,,,,,,,,,,,
,,2033,-100.17184873949577,,,,,,,,,,,,,,,,,,,,,,,,
,M,2128,-92.17535014005603,,,,,,,,,,,,,,,,,,,,,,,,
,m,2150,-90.32352941176464,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,Ti,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Ti3O5 + O2 = 6TiO2,0,-168,,,,,,,,,,,,,,,,,,,,,,,,
,,1940,-90,,,,,,,,,,,,,,,,,,,,,,,,
,M,2033,-83.12296620775976,,,,,,,,,,,,,,,,,,,,,,,,
,m,2128,-76.09803921568619,,,,,,,,,,,,,,,,,,,,,,,,
,,2150,-75.4753320683111,,,,,,,,,,,,,,,,,,,,,,,,
,,2450,-66.98387096774195,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-64,,,,,,,,,,,,,,,,,,,,,,,,
82.0,Tl,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Tl + O2 = 2Tl2O,0,-69,,,,,,,,,,,,,,,,,,,,,,,,
,M,573,-52,,,,,,,,,,,,,,,,,,,,,,,,
,m,577,-51,,,,,,,,,,,,,,,,,,,,,,,,
,B,773,-43,,,,,,,,,,,,,,,,,,,,,,,,
,b,1760,-30,,,,,,,,,,,,,,,,,,,,,,,,
,,2000,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,Tl,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Tl2O + O2 = Tl2O3,0,-49.5,,,,,,,,,,,,,,,,,,,,,,,,
,m,573,-13.31195840554593,,,,,,,,,,,,,,,,,,,,,,,,
,,577,-13.5,,,,,,,,,,,,,,,,,,,,,,,,
,b,773,-5.398305084745765,,,,,,,,,,,,,,,,,,,,,,,,
,M,990,6.570921985815602,,,,,,,,,,,,,,,,,,,,,,,,
,,1200,18.68644326241135,,,,,,,,,,,,,,,,,,,,,,,,
,,1760,15,,,,,,,,,,,,,,,,,,,,,,,,
84.0,Tm,"T, K","DGo , Kcal/mol",,Tm,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Tm +O2 = 2/3Tm2O3,0,-299.3,,4/3Tm + O2 = 2/3Tm2O3,0,-299.3,,,,,,,,,,,,,,,,,,,,
,m,1873,-216.1,,m,1873,-216.1,,,,,,,,,,,,,,,,,,,,
,b,2223,-200.55274959957288,,,,,,,,,,,,,,,,,,,,,,,,
,M,2614,-183.18424986652428,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,U,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,U + O2 = UO2,0,-258,,,,,,,,,,,,,,,,,,,,,,,,
,m,1405,-202,,,,,,,,,,,,,,,,,,,,,,,,
,M,3151,-130,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,V,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2V + O2 = 2VO,0,-198.2,,,,,,,,,,,,,,,,,,,,,,,,
,m,2190,-116.5,,,,,,,,,,,,,,,,,,,,,,,,
,M,2350,-103.5,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,V,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4VO + O2 = 2V2O3,0,-192.2,,,,,,,,,,,,,,,,,,,,,,,,
,,2190,-96.1,,,,,,,,,,,,,,,,,,,,,,,,
,m,2240,-100.625,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,V,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2V2O3 + O2 = 4VO2,0,-83.40000000000009,,,,,,,,,,,,,,,,,,,,,,,,
,M,1609.9082934765765,-33.29673866701099,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,V,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4VO2 + O2 = 2V2O5,0,-75.5,,,,,,,,,,,,,,,,,,,,,,,,
,M,943,-19.08690869086911,,,,,,,,,,,,,,,,,,,,,,,,
,m,1609.9082934765765,-33.296738667011,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,V,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,V2O3 + O2 = V2O5,1610,-33.29628862695127,,,,,,,,,,,,,,,,,,,,,,,,
,M,1818,-32.275550636596336,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,W,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2/3W + O2 = 2/3WO3,0,-133,,,,,,,,,,,,,,,,,,,,,,,,
,M,1743,-67,,,,,,,,,,,,,,,,,,,,,,,,
,B,2100,-57,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Y,"T, K","DGo , Kcal/mol",,Y,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Y +O2 = 2/3Y2O3,56.91,-299.999,,4/3Y + O2 = 2/3Y2O3,44,-299.999,,,,,,,,,,,,,,,,,,,,
,m,1773,-221.6,,m,1773,-221.6,,,,,,,,,,,,,,,,,,,,
,M,2698,-179.3416831285072,,,,,,,,,,,,,,,,,,,,,,,,
,b,3609,-137.72295159344785,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Yb,"T, K","DGo , Kcal/mol",,Yb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Yb +O2 = 2/3Yb2O3,0,-288.1,,4/3Yb + O2 = 2/3Yb2O3,0,-288.1,,,,,,,,,,,,,,,,,,,,
,m,1097,-239.3,,m,1097,-239.3,,,,,,,,,,,,,,,,,,,,
,b,1469,-222.75159525979944,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Zn,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Zn + O2 = 2ZnO,0,-166,,,,,,,,,,,,,,,,,,,,,,,,
,m,693,-134,,,,,,,,,,,,,,,,,,,,,,,,
,b,1180,-109,,,,,,,,,,,,,,,,,,,,,,,,
,M,2240,-9,,,,,,,,,,,,,,,,,,,,,,,,
,,2340,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Zr,"T, K","DGo , Kcal/mol",,Zr,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,Zr + O2 = ZrO2,0,-262,,Zr + O2 = ZrO2,0,-262,,,,,,,,,,,,,,,,,,,,
,m,2125,-166,,m,2125,-166,,,,,,,,,,,,,,,,,,,,
,M,2980,-130,,M,2980,-130,,,,,,,,,,,,,,,,,,,,
